id	title	title_source	start	end	title_uri	ccodes	variants	types	aat_types	matches	parent_name	geowkt	geo_source	geo_id	description
amh_325p	Galle	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1640	1771	https://www.atlasofmutualheritage.nl/en/Galle.325p	LK	Galle;Gale;Galen;Gaalen;Punto de Galle;Puncto Galle	head quarters	300000809	http://www.wikidata.org/entity/Q319366	Ceylon (VOC area)	POINT(80.217612 6.033871)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Galle.325p	Locality associated with Dutch East India Company. From 1640 onwards, the VOC maintained a presence in Galle, the main port in southern Ceylon. Ships needed a pilot to reach the harbour here because the entrance to the bay was full of treacherous rocks. The VOC extended and strengthened the fort at Galle, which the Portuguese had abandoned. Every year on December 25 the great homeward-bound fleet set sail from Galle laden with merchandise for the Dutch Republic. These ships met the VOC fleet from Batavia at the Cape of Good Hope from whence they embarked on the Atlantic crossing together. Galle was one of the big transhipment ports where Asian products were collected and shipped out to the Dutch Republic. In 1771 the cargo of one ship bound for Holland comprised pepper, coffee, cardamom, sappan wood, myrrh, catechu (a remedy), and cinnamon from Ceylon. It also carried pepper, coffee, textiles, cowrie shells, saltpetre and figs from other regions. The cowrie shells were used as currency in the slave trade in Africa. Rice was imported into Galle. The Company forged an alliance with the king of Kandy to drive the Portuguese out of Ceylon. But once the Portuguese hold was broken the Company and the king became adversaries. As the Sinhalese monarch, the king continued to have great influence over the VOC's new subjects. Relations improved after 1687 when the new king of Kandy recognised the Company's sovereignty over Ceylon in addition to its trading interests. From 1640 onwards Galle functioned as the VOC's administrative centre on Ceylon, until Colombo was captured from the Portuguese in 1656. Galle subsequently became one of the two departments, or 'commandements', into which the government of Ceylon was divided, falling under the jurisdiction of the governor in Colombo.
amh_536p	Galoe	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1765	1765	https://www.atlasofmutualheritage.nl/en/Galoe.536p	ID	Galoe	Post	300000809		Java; Cheribon (VOC area)		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Galoe.536p	Locality associated with Dutch East India Company. Galoe, a small post that fell under the aegis of the VOC headquarters at Cirebon in 1765, employed only a single VOC official that year. The exact location of the place is unclear; however the area surrounding today's Pangandaran on the south coast of Java was known at the time as Galoeh.
amh_573p	Gansche Craal	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1791	1791	https://www.atlasofmutualheritage.nl/en/Gansche-Craal.573p	ZA	Gansche Craal;Ganse Craal;Gansekraal;Gansekrael;Ganze kraal	inhabited place	300008347		Cape of Good Hope (VOC area)		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gansche-Craal.573p	Locality associated with Dutch East India Company. This outpost was situated some 50 kilometres north of the Cape of Good Hope. The outpost comprised a housing complex, a stable for the horses and livestock and a warehouse. Beyond the complex were extensive gardens with a fountain. In 1791 the outpost, together with its 24 slaves and 280 livestock, was sold to two Dutch brothers.
amh_1100p	Gelderland	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Gelderland.1100p	SR	Gelderland;Gelderland;Post Gelderland	gardhouse	300006888		Para (Sur.)	POINT(-54.986705 5.451745)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gelderland.1100p	Locality associated with Dutch West India Company. 
amh_1070p	Georgetown	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Georgetown.1070p	GY	Georgetown;Stabroek;Stabroeck	colony / village	300008372	http://www.wikidata.org/entity/Q10717	Demerara-Mahaica	POINT(-58.158975 6.819483)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Georgetown.1070p	Locality associated with Dutch West India Company. 
amh_759p	Geser	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1660	1660	https://www.atlasofmutualheritage.nl/en/Geser.759p	ID	Geser;Geser;Gesser	inhabited place	300008347		Seram; Ambon (VOC area)	POINT(130.897236 -3.882067)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Geser.759p	Locality indirectly linked to Dutch East or West India Compagnies. Until 1660 the inhabitants of Geser resisted the presence of the Company, which forbade them to sell their mace, nutmeg and cloves to other traders. The Company built a small fort at Geser, which was later abandoned when peace was finally signed. The compilers of this database have not as yet come across a source in the literature that identifies this location as a VOC post.
amh_9624p	Gibraltar	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1501	1783	https://www.atlasofmutualheritage.nl/en/Gibraltar.9624p		Gibraltar	inhabited place	300008347	http://www.wikidata.org/entity/Q1410		POINT(-5.345404 36.125999)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gibraltar.9624p	Locality associated with Dutch West India Company. In 1501, Gibraltar passed back to the Spanish Crown, and Isabella I of Castile issued a Royal Warrant granting Gibraltar the coat of arms that it still uses today. In 1704, during the War of the Spanish Succession, a combined Anglo-Dutch fleet, representing the Grand Alliance, captured the town of Gibraltar on behalf of the Archduke Charles of Austria in his campaign to become King of Spain. The occupation of the town by Alliance forces caused the exodus of the population to the surrounding area of the Campo de Gibraltar. As the Alliance's campaign faltered, the 1713 Treaty of Utrecht was negotiated and ceded control of Gibraltar to Britain to secure Britain's withdrawal from the war. Unsuccessful attempts by Spanish monarchs to regain Gibraltar were made with the siege of 1727 and again with the Great Siege of Gibraltar (1779 to 1783), during the American War of Independence.
amh_673p	Gintota	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Gintota.673p	LK	Gintota;Gindure;Gendure;Guidure;Gandure	Post	300000809	http://www.wikidata.org/entity/Q27446965	Ceylon (VOC area)	POINT(80.179031 6.061526)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gintota.673p	Locality associated with Dutch East India Company. Like Bentota, Ambalangoda and many other small settlements, Gintota was a VOC guard post between Gale and Colombo. A group of Laskars, local soldiers in the service of the Company, was responsible for guarding the station and its immediate environs. In addition they served to carry all the news from Colombo to the next guard post.
amh_905p	Girie	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Girie.905p	ID	Girie	inhabited place	300008347		Java		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Girie.905p	Locality indirectly linked to Dutch East or West India Compagnies. 
amh_661p	Gitaislam	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Gitaislam.661p	ID	Gitaislam;Thoccho;Tocheho;Toseho;Tosseho;Tossehoe;Toheso;Tosjeo	Post	300000809		Halmahera; Ternaten (VOC area)		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gitaislam.661p	Locality associated with Dutch East India Company. This town was spelled in a variety of ways: Thoccho, Tocheho, Toseho, Tosseho or Tossehoe. It was situated on the Halmahera mainland, across the water from the island of Makian. The region produced sago, a daily staple for the majority of the population in the Moluccas.
amh_964p	Gloucester City	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1624	1651	https://www.atlasofmutualheritage.nl/en/Gloucester-City.964p	US	Gloucester City;Nassau	Post	300000809		New Jersey	POINT(-75.118876 39.895382)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gloucester-City.964p	Locality associated with Dutch West India Company. Het eerste Nederlandse postje aan de Delaware Rivier, gesticht in 1624, was gelegen op Hoog Eiland, nu Burlington Island. Deze rivier werd door de Nederlanders de Zuid Rivier genoemd, aangezien de rivier de 'hoofdweg' van het zuidelijke gebied van Nieuw-Nederland vormde. Daartegenover stond de Hudson Rivier die de Noord Rivier werd genoemd. Toen na de bouw van fort Amsterdam in 1625 de plaats Nieuw-Amsterdam op Manhattan als hoofdplaats ging dienen van Nieuw-Nederland, werd de post op Hoog Eiland verlaten en vervangen door het zuidelijker gelegen fort Nassau. Dit fort Nassau zou ook in 1626 gebouwd zijn. Hier kochten de Nederlanders bont van de Lenni Lenape indianen uit de regio. Rond 1651 besloot Peter Stuyvesant, directeur-generaal van Nieuw-Nederland, fort Nassau te verlaten.
amh_881p	Goa (India)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Goa-(India).881p	IN	Goa;Goa	inhabited place	300008347			POINT(73.881633 15.442015)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Goa-(India).881p	Locality indirectly linked to Dutch East or West India Compagnies. 
amh_588p	Goa (Sulawesi)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1667	1740	https://www.atlasofmutualheritage.nl/en/Goa-(Sulawesi).588p	ID	Goa	Post	300000809		Sulawesi; Maccassar (VOC area)		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Goa-(Sulawesi).588p	Locality associated with Dutch East India Company. The land muster-rolls of the year 1740 mention the city of Goa, where 17 VOC employees were stationed. The reference probably pertains to the residence of the king of Goa, who in the mid-17th century ruled over the sultanate of Macassar, under whose aegis the city of Macassar fell. According to Stavorinus, a contemporary writer, the king of Goa was a peaceful ruler, allowing Malays to settle in the region and practice their religion. This tolerance of other peoples resulted in competition, which hampered the Company's trade relations. For this reason the VOC exploited the disputes that arose between Goa and the neighbouring king of Bone, which fell under the sultanate of Goa. The Company engineered an accord with Bone its battle for the city of Macassar, which was taken by Speelman in 1667.
amh_908p	Goed Begin, Logie	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Goed-Begin-Logie.908p	ID	Logie Goed Begin	inhabited place	300008347		Sulawesi		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Goed-Begin-Logie.908p	Locality associated with Dutch East India Company. A literary source identifying this location as a VOC post has not yet been traced. The images of this location featured in this programme currently serve as source.
amh_510p	Goenaville	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Goenaville.510p	LK	Goenaville;Goenawille;Gourbeville;Langevelle	Post	300000809		Ceylon (VOC area)		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Goenaville.510p	Locality associated with Dutch East India Company. Goenaville was one of the places along the Kelani River where the VOC built minor forts. It was a small fort, not strongly built, and manned by VOC troops of Dutch and Ceylonese origin.
amh_690p	Goeree Island	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1617	1677	https://www.atlasofmutualheritage.nl/en/Goeree-Island.690p	SN	Goeree Island;Gorée;Goeree;Gorea	'comptoir'	300000809	http://www.wikidata.org/entity/Q244347	West African coast	POINT(-17.3989319 14.6675879)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Goeree-Island.690p	Locality associated with Dutch West India Company. Het eilandje Goeree werd door koning Biram in 1617 aan de Nederlanders geschonken. Gelegen in de beschutting van de baai van Cabo Verde, bleek Goeree een prima plaats voor de Nederlanders om er een factorij en twee forten, Nassau en Orange, op te richten. In 1663 verliest de WIC het eiland voor een korte periode aan de Engelsen. In 1677 valt het in handen van de Fransen. Daarmee verviel voor de Nederlanders de handel in dit gebied, die hier toch al niet van groot belang was voor de WIC.
amh_910p	Gogodon	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Gogodon.910p	ID	Gogodon	inhabited place	300008347		Java		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gogodon.910p	Locality associated with Dutch East India Company. A literary source identifying this location as a VOC post has not yet been traced. The images of this location featured in this programme currently serve as source.
amh_780p	Golepallem	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1701	1701	https://www.atlasofmutualheritage.nl/en/Golepallem.780p	IN	Golepallem;Golipalem	Post	300000809		Coromandel Coast; Cormandel (VOC area)		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Golepallem.780p	Locality associated with Dutch East India Company. Gollepallem was a village where the VOC maintained its own warehouse, leased from the local ruler. Here the woven cloth produced in the surrounding villages was bleached. For this reason Pieter van Dam, whose history of the VOC was published in 1701, referred to Gollepallem as a laundry village.
amh_545p	Golkonda	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1687	1687	https://www.atlasofmutualheritage.nl/en/Golkonda.545p	IN	Golkonda;Golkonda;Golconda	'comptoir'	300000809	http://www.wikidata.org/entity/Q17986822	Coromandel Coast; Cormandel (VOC area)	POINT(78.404013 17.385023)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Golkonda.545p	Locality associated with Dutch East India Company. After some initial difficulties, the VOC established friendly ties with Golconda towards the end of the 17th century. This is evidenced by the fact that one Christmas Eve the king of Golconda visited the Dutch church in Masulipatnum. The relationship came to an abrupt end with the Mogul invasion of 1687. Golconda was occupied and the king was taken prisoner.
amh_9642p	Gonçalo Álvares eiland	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1505	1732	https://www.atlasofmutualheritage.nl/en/Gough-Island.9642p	ZA	Gonçalo Álvares eiland;Gough eiland;Diego Alvarez eiland	island	300008791	http://www.wikidata.org/entity/Q505935		POINT(-9.936879 -40.313515)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gough-Island.9642p	Locality indirectly linked to Dutch East or West India Compagnies. The details of the discovery of Gough Island are unclear, but the most likely occasion is July 1505 by the Portuguese explorer Gonçalo Álvares. Maps during the next three centuries named the island after him. On some later maps, this was erroneously given as Diego Alvarez. According to some historians, the English merchant Anthony de la Roché was the first to land on the island, in the austral autumn of 1675. Charles Gough rediscovered the island on 3 March 1732, thinking it was Gonçalo Álvares, although he found it to be 400 miles further to the east of where it was mapped. This turned out to be correct, and since then, the name 'Gough's Island' became prevalent. In the intervening years, the island was also sighted by several VOC vessels, including the Oranje in 1656.
amh_10575p	Goram	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Goram.10575p	ID		inhabited place	300008347		Seram; Ambon (VOC area)	POINT(131.406705 -3.99733)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Goram.10575p	Locality indirectly linked to Dutch East or West India Compagnies. Groups of islands east of the far eastern end of Seram.
amh_650p	Gorontalo	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1678	1770	https://www.atlasofmutualheritage.nl/en/Gorontalo.650p	ID	Gorontalo;Gorontale;Gorontalle;Gorontalo;Gorrontale	'comptoir'	300000809		Sulawesi; Ternaten (VOC area)	POINT(123.059134 0.542442)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gorontalo.650p	Locality associated with Dutch East India Company. In 1678 the Sultan of Ternate relinquished his claims over Gorontalo to the VOC. In 1681 the governor of the Moluccas, Robertus Padtbrugge, brought Gorontalo under the direct control of the Company, The Company didn't want to be involved in the unstable territory too much, and the main reason the remained in the area was to keep it free of spice trees and European rivals, to control the busy indigenous shipping and to offer protection against pirates. Their merchants bought rice and sold Indian textiles. The interest of the company dramatically increased after the discovery of gold in the mountains of Gorontalo in 1720. During the 1770s, however, it became clear to the VOC that its policy of sea patrols, small forts and diplomacy weren't enough to control the gold trade. The local rulers used the protection of the VOC to enrich themselves by selling the gold to Indonesian traders.
amh_9005p	Gouverneurseiland	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1623	1624	https://www.atlasofmutualheritage.nl/en/Gouverneurseiland.9005p	US	Gouverneurseiland;Governors Island	island	300008791			POINT(-74.016759 40.689545)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gouverneurseiland.9005p	Locality associated with Dutch West India Company. The island the Native Americans called “Pagganck” (“nut trees”) is one of the locations where colonists under the jurisdiction of the Dutch West India Company first settled in 1623/1624. Little first-hand information is available about the activities of the colonists,
amh_428p	Graaff Reinet	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1700	1800	https://www.atlasofmutualheritage.nl/en/Graaff-Reinet.428p	ZA	Graaff Reinet;Graaff-Reinet	inhabited place	300008347	http://www.wikidata.org/entity/Q1004667		POINT(24.538293 -32.2507)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Graaff-Reinet.428p	Locality associated with Dutch East India Company. The town of Graaff Reinet was founded around the turn of the 18th century, under the leadership of Governor De Graaff. It was his modern ideas that led to Graaff Reinet and Stellenbosch becoming the centre of a civilian uprising against the authority of the Company and the local population. A literary source identifying this location as a VOC post has not yet been traced. The images of this location featured in this programme currently serve as source.
amh_917p	Grand Popo	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Grand-Popo.917p	BJ	Grand Popo;Popo;Poppo	'comptoir'	300000809	http://www.wikidata.org/entity/Q1542478	West African coast	POINT(1.760373 6.26812)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Grand-Popo.917p	Locality associated with Dutch West India Company. 
amh_963p	Gravesend	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1639	1639	https://www.atlasofmutualheritage.nl/en/Gravesend.963p	US	Gravesend;Gravesend;Gravesand	colony / village	300008372	http://www.wikidata.org/entity/Q2486052	New York State	POINT(-73.976619 40.591633)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gravesend.963p	Locality associated with Dutch West India Company. Lady Deborah Moody was de eerste vrouw die een vestiging stichtte in Nieuw-Nederland. Zij hing het anababtistische geloof aan, dat in Engeland zoveel problemen veroorzaakte dat zij hoopte in 'de nieuwe wereld' beter zou kunnen slagen. Ze vertrok naar Massachusetts Bay in 1639, maar zag dat de godsdienstvrijheden daar net zo gering waren als in haar moederland. Een uitnodiging van de Nederlandse gouverneur Willem Kieft om een kleine kolonie te stichten op het Lange Eiland, ofwel Long Island, kwam dan ook goed uit. De inwoners zouden vrij zijn hun eigen geloof te belijden. Het dorp viel onder Nederlands bestuur.
amh_10284p	Grenada	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600	1762	https://www.atlasofmutualheritage.nl/en/Grenada.10284p		Grenada	inhabited place	300008347			POINT(-61.710465 12.058179)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Grenada.10284p	Locality indirectly linked to Dutch East or West India Compagnies. In 1649 a French expedition of 203 men from Martinique led by Jacques du Parquet founded a permanent settlement on Grenada. Within months this led to conflict with the local islanders which lasted until 1654 when the island was completely subjugated by the French.[11] The indigenous islanders who survived either left for neighbouring islands or retreated to remoter parts of Grenada where they were marginalised—the last distinct communities disappeared during the 1700s. Warfare continued during the 1600s between the French on Grenada and the Caribs of present-day Dominica and St. Vincent and the Grenadines. The French named their new colony La Grenade, and the economy was initially based on sugar cane and indigo. The French established a capital known as Fort Royal (later St. George). To shelter from hurricanes the French navy would often take refuge in the capital's natural harbour, as no nearby French islands had a natural harbour to compare with that of Fort Royal. The British captured Grenada during the Seven Years' War in 1762.
amh_326p	Gresik	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Gresik.326p	ID	Gresik;Grissee;Grisse;Grissec;Grece;Gresik;Gressic	'comptoir'	300000809	http://www.wikidata.org/entity/Q7699747	Java; Java's North East Coast (VOC area)	POINT(112.646055 -7.158806)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gresik.326p	Locality associated with Dutch East India Company. Grissee was an important port and storage depot for food, pepper and textiles. The Dutch had difficulty in establishing a firm foothold here because they did not have the particular textiles the Javanese wanted; nor could they compete with the low prices of the Portuguese. The trading post was closed down when the Company found that it could not prevent its competitors from exporting.
amh_574p	Groene Cloof	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1673	1790	https://www.atlasofmutualheritage.nl/en/Groene-Cloof.574p	ZA	Groene Cloof;Groene Clooff;Groene Kloof;Groene Klooff	inhabited place	300008347		Cape of Good Hope (VOC area)		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Groene-Cloof.574p	Locality associated with Dutch East India Company. The outpost at Groene Cloof was established in a bid to repel attacks by the Hottentot peoples. The region, which had originally been inhabited by the Cochoqua tribe of herdsmen, was extremely rich in natural vegetation and was known for its broad valley. Over the 10 years from 1673 to 1683 the VOC succeeded in driving the Cochoqua from the region through a combination of war, annexation and taxes. Groene Cloof was used to step up livestock numbers and to help provide food supplies for the Cape of Good Hope. The post comprised a walled complex with a post house, a warehouse, a shop and livery stables. It was surrounded by extensive gardens with a fountain. When the post was abandoned in 1790, it was inhabited by nine European colonists and 21 slaves.
amh_1101p	Groningen	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1765	1793	https://www.atlasofmutualheritage.nl/en/Groningen.1101p	SR	Groningen;Groningen;Post Groningen	gardhouse	300006888		Saramacca	POINT(-55.548105 5.79649)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Groningen.1101p	Locality associated with Dutch West India Company. Groningen was een van de posten van het Cordonpad, dat tussen 1776 en 1778 werd opgericht. Het was in wezen een stelsel van militairen posten die van het beginpunt aan de Suriname rivier (post Gelderland bij de Joodse Savanne) naar de rivier Commewijne en vandaar langs de Cottica kreek tot aan de zee liep. Dit postenstelsel werd geïnitieerd met als doel het weglopen van vele slaven uit de plantages te voorkomen, maar ook om de plantages te beschermen tegen aanvallen van gevluchte slaven, die onder leiding van Boni in opstand waren gekomen. Boni was een weggelopen slaaf die in de 18de eeuw een opstand organiseerde in Suriname, bekend als de Boni oorlogen. Deze vonden plaats tussen 1765 en 1793 en vormden een groot probleem voor het WIC-bestuur in het welvarende Suriname. De post Groningen lag aan de Saramacca rivier en werd in 1790 opgericht tijdens het bewind van Jan Gerhard Wickers.
amh_681p	Groote Schuur	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1663	1788	https://www.atlasofmutualheritage.nl/en/Groote-Schuur.681p	ZA	Groote Schuur;Schuur	inhabited place	300008347		Peninsula		Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Groote-Schuur.681p	Locality associated with Dutch East India Company. At Groote Schuur, 15 kilometres east of the Fort of Good Hope, Van Riebeeck built a grain store. The place was also known as 'de Schuur'. Groote Schuur was also used as a place of worship around 1663. In 1666 the place offered work to 25 colonists and a large number of slaves, both male and female. The grain store had originally been built with the aim of providing grain for the settlement in Cape Town and the VOC ships that put in there on their way to the east. Later it became a trading post for wood, among other things. The trading post was closed down in 1788.
amh_9740p	Grote Berg	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1751	1751	https://www.atlasofmutualheritage.nl/en/Grote-Berg.9740p		Grote Berg	inhabited place	300008347			POINT(-68.996903 12.189777)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Grote-Berg.9740p	Locality indirectly linked to Dutch East or West India Compagnies. A fort was planned here in 1751 but never constructed.
amh_9708p	Guadeloupe	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1635	1635	https://www.atlasofmutualheritage.nl/en/Guadeloupe.9708p	BQ;AW;CW;SX	Guadeloupe	inhabited place	300008347			POINT(-61.723409 15.997346)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Guadeloupe.9708p	Locality indirectly linked to Dutch East or West India Compagnies. First colonized by French settlers in 1635, Guadeloupe remained a French colony for most of the early modern period, although it was occupied by the English for some time during the Seven Years War and during the French Revolutionary Wars.
amh_707p	Gulegule	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1661	1661	https://www.atlasofmutualheritage.nl/en/Gulegule.707p	ID	Gulegule;Goelegoele;Goeli-Goeli	inhabited place	300008347		Seram; Ambon (VOC area)	POINT(130.697122 -3.810559)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gulegule.707p	Locality associated with Dutch East India Company. The kings of Goeli-Goeli and Geser joined forces to fight against the Company. Goeli-Goeli served as a focus for people who had fled the iron rule of the Company. Although at first the population appeared to be implacable, in 1661 these villages nevertheless signed a peace agreement with the VOC. The Company had earlier been granted permission to build a fort at this end of Seram; the fort was named 'Oosteinde', or 'East End'.
amh_415p	Gunung Api	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1691	1691	https://www.atlasofmutualheritage.nl/en/Gunung-Api.415p	ID	Gunung Api;Goenong Apij;Goenongh Apij;Vuurberg;Gunnanappi	mountain	300008795	http://www.wikidata.org/entity/Q24940257	Gunung Api; Banda (VOC area)	POINT(129.879484 -4.521153)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Gunung-Api.415p	Locality associated with Dutch East India Company. The small island of Gunung Api is situated near the larger island of Neira. Gunung Api means 'Fire mountain' or volcano. After this volcano erupted in 1691, the supply of nutmeg and mace on Gunung Api, as well as on the neighbouring islands of Neira and Lonthor, declined drastically. This resulted in a substantial rise in the price of these spices, which were exclusive to Banda.
amh_511p	Hakmana	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Hakmana.511p	LK	Hakmana;Hakman	Post	300000809	http://www.wikidata.org/entity/Q5640558	Ceylon (VOC area)	POINT(80.648357 6.083098)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Hakmana.511p	Locality associated with Dutch East India Company. Hakmana lay north east of Mature on a tributary of the Tangale River. It was a small VOC outpost intended as a support base for the small fort at Katuwana in the interior. Together with the fort at Akurressa, Hakmana was founded to improve and safeguard the link between the coast and the border town of Katuwana.
amh_677p	Hambantota	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1765	1765	https://www.atlasofmutualheritage.nl/en/Hambantota.677p	LK	Hambantota;Hambatota	inhabited place	300008347	http://www.wikidata.org/entity/Q652678		POINT(81.123683 6.123871)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Hambantota.677p	Locality associated with Dutch East India Company. The Hambantota station was situated in southern Ceylon, east of Tangale. It was the final VOC station in the south of the island. In the 19th century the British erected a tower on the remains of a Dutch fort from 1765. Hambantota operated chiefly as an entrepot, and was of strategic importance in guarding the salt pans and access to the cinnamon plantations. A literary source identifying this location as a VOC post has not yet been traced. The images of this location featured in this programme currently serve as source.
